id,name,category,cuisine,serving,serving_grams,calories,protein,carbs,fat,sugar,source,imageUrl,imageQuery
12232,"Chapati - large serving, less sugar",Roti,Indian Malaysian,large serving,200.0,256.0,10.0,37.0,7.5,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20sugar%20indian%20malaysian%20food,chapati sugar indian malaysian food
12233,"Chapati - large serving, no sauce",Roti,Indian Malaysian,large serving,200.0,236.0,10.0,39.0,4.5,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20no%20sauce%20indian%20malaysian%20food,chapati no sauce indian malaysian food
12234,"Chapati - large serving, extra vegetables",Roti,Indian Malaysian,large serving,280.0,366.0,13.0,55.0,10.5,5.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20extra%20vegetables%20indian%20malaysian%20food,chapati extra vegetables indian malaysian food
12235,"Chapati - large serving, extra protein",Roti,Indian Malaysian,large serving,290.0,432.0,28.0,45.0,15.5,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20extra%20protein%20indian%20malaysian%20food,chapati extra protein indian malaysian food
12236,"Chapati - large serving, with boiled egg",Roti,Indian Malaysian,large serving,250.0,360.0,16.0,46.0,12.5,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12237,"Chapati - large serving, with fried egg",Roti,Indian Malaysian,large serving,260.0,396.0,16.0,46.0,16.5,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12238,"Chapati - large serving, spicy",Roti,Indian Malaysian,large serving,205.0,304.0,10.0,47.0,8.5,3.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20indian%20malaysian%20food,chapati indian malaysian food
12239,"Chapati - sharing serving, less oil",Roti,Indian Malaysian,sharing serving,280.0,358.0,14.0,63.0,5.5,3.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20sharing%20oil%20indian%20malaysian%20food,chapati sharing oil indian malaysian food
12240,"Chapati - sharing serving, less sugar",Roti,Indian Malaysian,sharing serving,280.0,370.0,14.0,55.0,10.5,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20sharing%20sugar%20indian%20malaysian%20food,chapati sharing sugar indian malaysian food
12241,"Chapati - sharing serving, no sauce",Roti,Indian Malaysian,sharing serving,280.0,352.0,14.0,57.0,7.5,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20sharing%20no%20sauce%20indian%20malaysian%20food,chapati sharing no sauce indian malaysian food
12242,"Chapati - sharing serving, extra vegetables",Roti,Indian Malaysian,sharing serving,360.0,482.0,17.0,73.0,13.5,6.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20sharing%20extra%20vegetables%20indian%20malaysian%20food,chapati sharing extra vegetables indian malaysian food
12243,"Chapati - sharing serving, extra protein",Roti,Indian Malaysian,sharing serving,370.0,546.0,32.0,63.0,18.5,3.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20sharing%20extra%20protein%20indian%20malaysian%20food,chapati sharing extra protein indian malaysian food
12244,"Chapati - sharing serving, with boiled egg",Roti,Indian Malaysian,sharing serving,330.0,476.0,20.0,64.0,15.5,3.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12245,"Chapati - sharing serving, with fried egg",Roti,Indian Malaysian,sharing serving,340.0,512.0,20.0,64.0,19.5,3.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12246,"Chapati - sharing serving, spicy",Roti,Indian Malaysian,sharing serving,285.0,420.0,14.0,65.0,11.5,4.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?chapati%20sharing%20indian%20malaysian%20food,chapati sharing indian malaysian food
12247,"Tosai - half serving, less oil",Roti,Indian Malaysian,half serving,90.0,108.0,4.0,23.0,0.0,1.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20half%20oil%20indian%20malaysian%20food,tosai half oil indian malaysian food
12248,"Tosai - half serving, less sugar",Roti,Indian Malaysian,half serving,90.0,98.0,4.0,15.0,2.5,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20half%20sugar%20indian%20malaysian%20food,tosai half sugar indian malaysian food
12249,"Tosai - half serving, no sauce",Roti,Indian Malaysian,half serving,90.0,84.0,4.0,17.0,0.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20half%20no%20sauce%20indian%20malaysian%20food,tosai half no sauce indian malaysian food
12250,"Tosai - half serving, extra vegetables",Roti,Indian Malaysian,half serving,170.0,210.0,7.0,33.0,5.5,4.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20half%20extra%20vegetables%20indian%20malaysian%20food,tosai half extra vegetables indian malaysian food
12251,"Tosai - half serving, extra protein",Roti,Indian Malaysian,half serving,180.0,274.0,22.0,23.0,10.5,1.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20half%20extra%20protein%20indian%20malaysian%20food,tosai half extra protein indian malaysian food
12252,"Tosai - half serving, with boiled egg",Roti,Indian Malaysian,half serving,140.0,204.0,10.0,24.0,7.5,1.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12253,"Tosai - half serving, with fried egg",Roti,Indian Malaysian,half serving,150.0,240.0,10.0,24.0,11.5,1.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12254,"Tosai - half serving, spicy",Roti,Indian Malaysian,half serving,95.0,148.0,4.0,25.0,3.5,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20half%20indian%20malaysian%20food,tosai half indian malaysian food
12255,"Tosai - small serving, less oil",Roti,Indian Malaysian,small serving,135.0,162.0,6.0,34.5,0.0,1.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20oil%20indian%20malaysian%20food,tosai oil indian malaysian food
12256,"Tosai - small serving, less sugar",Roti,Indian Malaysian,small serving,135.0,164.0,6.0,26.5,3.8,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20sugar%20indian%20malaysian%20food,tosai sugar indian malaysian food
12257,"Tosai - small serving, no sauce",Roti,Indian Malaysian,small serving,135.0,145.0,6.0,28.5,0.8,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20no%20sauce%20indian%20malaysian%20food,tosai no sauce indian malaysian food
12258,"Tosai - small serving, extra vegetables",Roti,Indian Malaysian,small serving,215.0,275.0,9.0,44.5,6.8,4.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20extra%20vegetables%20indian%20malaysian%20food,tosai extra vegetables indian malaysian food
12259,"Tosai - small serving, extra protein",Roti,Indian Malaysian,small serving,225.0,340.0,24.0,34.5,11.8,1.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20extra%20protein%20indian%20malaysian%20food,tosai extra protein indian malaysian food
12260,"Tosai - small serving, with boiled egg",Roti,Indian Malaysian,small serving,185.0,269.0,12.0,35.5,8.8,1.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12261,"Tosai - small serving, with fried egg",Roti,Indian Malaysian,small serving,195.0,305.0,12.0,35.5,12.8,1.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12262,"Tosai - small serving, spicy",Roti,Indian Malaysian,small serving,140.0,213.0,6.0,36.5,4.8,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20indian%20malaysian%20food,tosai indian malaysian food
12263,Tosai - less oil,Roti,Indian Malaysian,normal serving,180.0,216.0,8.0,46.0,0.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20oil%20indian%20malaysian%20food,tosai oil indian malaysian food
12264,Tosai - less sugar,Roti,Indian Malaysian,normal serving,180.0,229.0,8.0,38.0,5.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20sugar%20indian%20malaysian%20food,tosai sugar indian malaysian food
12265,Tosai - no sauce,Roti,Indian Malaysian,normal serving,180.0,210.0,8.0,40.0,2.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20no%20sauce%20indian%20malaysian%20food,tosai no sauce indian malaysian food
12266,"Tosai - normal serving, extra vegetables",Roti,Indian Malaysian,normal serving,260.0,340.0,11.0,56.0,8.0,5.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20normal%20extra%20vegetables%20indian%20malaysian%20food,tosai normal extra vegetables indian malaysian food
12267,"Tosai - normal serving, extra protein",Roti,Indian Malaysian,normal serving,270.0,405.0,26.0,46.0,13.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20normal%20extra%20protein%20indian%20malaysian%20food,tosai normal extra protein indian malaysian food
12268,"Tosai - normal serving, with boiled egg",Roti,Indian Malaysian,normal serving,230.0,334.0,14.0,47.0,10.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12269,"Tosai - normal serving, with fried egg",Roti,Indian Malaysian,normal serving,240.0,370.0,14.0,47.0,14.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12270,"Tosai - normal serving, spicy",Roti,Indian Malaysian,normal serving,185.0,278.0,8.0,48.0,6.0,3.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20normal%20indian%20malaysian%20food,tosai normal indian malaysian food
12271,"Tosai - large serving, less oil",Roti,Indian Malaysian,large serving,225.0,281.0,10.0,57.5,1.2,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20oil%20indian%20malaysian%20food,tosai oil indian malaysian food
12272,"Tosai - large serving, less sugar",Roti,Indian Malaysian,large serving,225.0,294.0,10.0,49.5,6.2,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20sugar%20indian%20malaysian%20food,tosai sugar indian malaysian food
12273,"Tosai - large serving, no sauce",Roti,Indian Malaysian,large serving,225.0,275.0,10.0,51.5,3.2,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20no%20sauce%20indian%20malaysian%20food,tosai no sauce indian malaysian food
12274,"Tosai - large serving, extra vegetables",Roti,Indian Malaysian,large serving,305.0,405.0,13.0,67.5,9.2,5.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20extra%20vegetables%20indian%20malaysian%20food,tosai extra vegetables indian malaysian food
12275,"Tosai - large serving, extra protein",Roti,Indian Malaysian,large serving,315.0,470.0,28.0,57.5,14.2,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20extra%20protein%20indian%20malaysian%20food,tosai extra protein indian malaysian food
12276,"Tosai - large serving, with boiled egg",Roti,Indian Malaysian,large serving,275.0,399.0,16.0,58.5,11.2,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12277,"Tosai - large serving, with fried egg",Roti,Indian Malaysian,large serving,285.0,435.0,16.0,58.5,15.2,2.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12278,"Tosai - large serving, spicy",Roti,Indian Malaysian,large serving,230.0,343.0,10.0,59.5,7.2,3.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20indian%20malaysian%20food,tosai indian malaysian food
12279,"Tosai - sharing serving, less oil",Roti,Indian Malaysian,sharing serving,315.0,412.0,14.0,80.5,3.8,3.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20sharing%20oil%20indian%20malaysian%20food,tosai sharing oil indian malaysian food
12280,"Tosai - sharing serving, less sugar",Roti,Indian Malaysian,sharing serving,315.0,425.0,14.0,72.5,8.8,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20sharing%20sugar%20indian%20malaysian%20food,tosai sharing sugar indian malaysian food
12281,"Tosai - sharing serving, no sauce",Roti,Indian Malaysian,sharing serving,315.0,406.0,14.0,74.5,5.8,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20sharing%20no%20sauce%20indian%20malaysian%20food,tosai sharing no sauce indian malaysian food
12282,"Tosai - sharing serving, extra vegetables",Roti,Indian Malaysian,sharing serving,395.0,536.0,17.0,90.5,11.8,6.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20sharing%20extra%20vegetables%20indian%20malaysian%20food,tosai sharing extra vegetables indian malaysian food
12283,"Tosai - sharing serving, extra protein",Roti,Indian Malaysian,sharing serving,405.0,601.0,32.0,80.5,16.8,3.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20sharing%20extra%20protein%20indian%20malaysian%20food,tosai sharing extra protein indian malaysian food
12284,"Tosai - sharing serving, with boiled egg",Roti,Indian Malaysian,sharing serving,365.0,530.0,20.0,81.5,13.8,3.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12285,"Tosai - sharing serving, with fried egg",Roti,Indian Malaysian,sharing serving,375.0,566.0,20.0,81.5,17.8,3.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12286,"Tosai - sharing serving, spicy",Roti,Indian Malaysian,sharing serving,320.0,474.0,14.0,82.5,9.8,4.5,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?tosai%20sharing%20indian%20malaysian%20food,tosai sharing indian malaysian food
12287,"Masala Tosai - half serving, less oil",Roti,Indian Malaysian,half serving,140.0,140.0,5.0,30.0,0.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?masala%20tosai%20half%20oil%20indian%20malaysian%20food,masala tosai half oil indian malaysian food
12288,"Masala Tosai - half serving, less sugar",Roti,Indian Malaysian,half serving,140.0,153.0,5.0,22.0,5.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?masala%20tosai%20half%20sugar%20indian%20malaysian%20food,masala tosai half sugar indian malaysian food
12289,"Masala Tosai - half serving, no sauce",Roti,Indian Malaysian,half serving,140.0,134.0,5.0,24.0,2.0,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?masala%20tosai%20half%20no%20sauce%20indian%20malaysian%20food,masala tosai half no sauce indian malaysian food
12290,"Masala Tosai - half serving, extra vegetables",Roti,Indian Malaysian,half serving,220.0,264.0,8.0,40.0,8.0,5.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?masala%20tosai%20half%20extra%20vegetables%20indian%20malaysian%20food,masala tosai half extra vegetables indian malaysian food
12291,"Masala Tosai - half serving, extra protein",Roti,Indian Malaysian,half serving,230.0,329.0,23.0,30.0,13.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?masala%20tosai%20half%20extra%20protein%20indian%20malaysian%20food,masala tosai half extra protein indian malaysian food
12292,"Masala Tosai - half serving, with boiled egg",Roti,Indian Malaysian,half serving,190.0,258.0,11.0,31.0,10.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12293,"Masala Tosai - half serving, with fried egg",Roti,Indian Malaysian,half serving,200.0,294.0,11.0,31.0,14.0,2.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?egg%20food,egg food
12294,"Masala Tosai - half serving, spicy",Roti,Indian Malaysian,half serving,145.0,202.0,5.0,32.0,6.0,3.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?masala%20tosai%20half%20indian%20malaysian%20food,masala tosai half indian malaysian food
12295,"Masala Tosai - small serving, less oil",Roti,Indian Malaysian,small serving,210.0,232.0,7.5,45.0,2.5,3.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?masala%20tosai%20oil%20indian%20malaysian%20food,masala tosai oil indian malaysian food
12296,"Masala Tosai - small serving, less sugar",Roti,Indian Malaysian,small serving,210.0,246.0,7.5,37.0,7.5,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?masala%20tosai%20sugar%20indian%20malaysian%20food,masala tosai sugar indian malaysian food
12297,"Masala Tosai - small serving, no sauce",Roti,Indian Malaysian,small serving,210.0,226.0,7.5,39.0,4.5,0.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?masala%20tosai%20no%20sauce%20indian%20malaysian%20food,masala tosai no sauce indian malaysian food
12298,"Masala Tosai - small serving, extra vegetables",Roti,Indian Malaysian,small serving,290.0,356.0,10.5,55.0,10.5,6.0,estimated_portion_recipe_formula,https://source.unsplash.com/800x600/?masala%20tosai%20extra%20vegetables%20indian%20malaysian%20food,masala tosai extra vegetables indian malaysian food
